ID,FDP_ID,Election,Year,County,Agency,Measure,ElectionType,AgencyType,BallotQ_Coll,Impartial_Coll,Fiscal_Coll,Resolution_Coll,Ordinance_Coll,For_Coll,Against_Coll,RebutFor_Coll,RebutAgainst_Coll,ProjectBack_Coll,NotTaxFile,CantFindFile,ChangedOGFile,ChangedFileInfo,ChangeNotes,Notes,FileNames_Actual,Policy_Text,Clean_Policy_Text,Imp_Text,Clean_Imp_Text,Text_NOTES,Policy_Coll,FileName_Temp
Heat2281,2545, 11/7/2006,2006,Marin,Paradise Ranch Estates Permanent Road District,N,General ,Special District,1,1,,,,1,5,5,5,,0,,,,,,2006-Marin-ParadiseRanchEstates-N-SampleBallot; 2006-Marin-ParadiseRanchEstates-N-Res,,,,,1,1,2006-Marin-ParadiseRanchEstates-N
Heat2282,846, 11/7/2006,2006,Marin,Shoreline Unified School District,A,General,School District,1,1,,,,1,5,5,5,,0,,,,,,2006-Marin-ShorelineUSD-A-All,1,1,1,1,1,1,2006-Marin-ShorelineUSD-A
Heat2283,2556, 11/7/2006,2006,Marin,Sleepy Hollow Fire Protection District,O,General,Special District,1,1,,,,1,5,5,5,,0,,,,,,2006-Marin-SleepyHollowFPD-O-SampleBallot,,,,,1,3,2006-Marin-SleepyHollowFPD-O
Heat2284,849, 11/7/2006,2006,Marin,Sonoma Marin Area Rail Transit District,R,General ,Special District,1,1,,,,1,1,1,1,,0,,,,,,2006-Marin-SonomaMarinAreaRailTransitDist-R-All,,,,,1,1,2006-Marin-SonomaMarinAreaRailTransitDist-R
Heat2285,856, 11/7/2006,2006,Marin,Town of Corte Madera,B,General,City,1,1,,,,1,5,5,5,,0,,,,,,2006-Marin-CorteMadera-B-All,1,1,1,1,1,1,2006-Marin-CorteMadera-B
Heat2286,2567, 11/7/2006,2006,Marin,Town of Fairfax,C,General,City,1,1,,,,1,5,5,5,,0,,,,,,2006-Marin-Fairfax-C-SampleBallot; 2006-Marin-Fairfax-C-Res,,,1,1,1,,2006-Marin-Fairfax-C
Heat2287,867, 11/7/2006,2006,Marin,Town of Ross,F,General,City,1,1,,,,1,5,5,5,,0,,,,,,2006-Marin-Ross-F-SampleBallot,,,1,1,1,,2006-Marin-Ross-F
Heat2288,2574, 11/7/2006,2006,Marin,Town of San Anselmo,G,General,City,1,1,,,,1,5,5,5,,0,,,,,,2006-Marin-SanAnselmo-G-SampleBallot,,,1,1,1,,2006-Marin-SanAnselmo-G
Heat2289,2595, 11/7/2006,2006,Mendocino,City of Ukiah,X,General,City,3,3,,,,,,,,,0,,1,,"from ""OrdText"" to ""Ord""",,2006-Mendocino-Ukiah-X-Ord,1,1,,,1,1,2006-Mendocino-Ukiah-X
Heat2290,2614, 11/7/2006,2006,Mendocino,South Coast Fire Protection District,Z,General,Special District,1,3,,,,,,,,,0,,1,,"from ""Incomplete"" to ""BallotQ""",,2006-Mendocino-SouthCoastFPD-Z-BallotQ,,,,,1,3,2006-Mendocino-SouthCoastFPD-Z
Heat2291,885, 11/7/2006,2006,Merced,City of Livingston,D,General,City,1,1,,,,,,,,,0,,,,,,2006-Merced-Livingston-D-SampleBallot; 2006-Merced-Livingston-D-Ord,1,1,1,1,1,1,2006-Merced-Livingston-D
Heat2293,894, 11/7/2006,2006,Merced,Merced County,G,General,County,1,1,,,,1,1,1,1,,0,,1,,"from ""2006-Merced-Merced-G-All"" to ""2006-Merced-G-All""",text file lacks ballot q,2006-Merced-G-All,,,,,2,1,2006-Merced-G
Heat2292,893,  6/6/2006,2006,Merced,Merced County,A,Primary,County,1,1,1,,,1,5,5,5,,0,,1,,"from ""2006-Merced-Merced-A-All"" to ""2006-Merced-A-All""","treat the ""expenditure plan"" as the ""fiscal plan""; text file lacks ballot q",2006-Merced-A-All,,,,,2,3,2006-Merced-A-All
Heat2295,2628, 11/7/2006,2006,Modoc,City of Alturas,J,General,City,3,1,,,,1,,,,,0,,,,,,2006-Modoc-Alturas-J-SampleBallot,,,1,1,1,3,2006-Modoc-Alturas-J
Heat2294,2627,  6/6/2006,2006,Modoc,City of Alturas,I,Primary,City,3,1,,,,,,,,,0,,,,,,2006-Modoc-Alturas-I-SampleBallot,,,1,1,1,3,2006-Modoc-Alturas-I
Heat2296,2634,  3/1/2006,2006,Modoc,Modoc Area Recreation and Parks District,F,Special ,Special District,3,1,,,,1,5,5,5,,0,,,,,,2006-Modoc-ModocAreaRec&ParksDist-F-SampleBallot,,,,,1,3,2006-Modoc-ModocAreaRec&ParksDist-F
Heat2297,2641,  6/6/2006,2006,Modoc,Surprise Valley Hospital District,H,Primary,Special District,1,3,,,,,,,,,0,,1,,"from ""2006-Modoc-SurpriseValleyHD-H-Incomplete"" to ""2006-Modoc-SurpriseValleyHD-H-BallotQ""",,2006-Modoc-SurpriseValleyHD-H-BallotQ,,,,,1,3,2006-Modoc-SurpriseValleyHD-H
Heat2299,901,  6/6/2006,2006,Mono,City of Mammoth Lakes,T,Primary,City,3,1,,,,1,,,,,0,,2,,"from ""OrdText"" to ""Ord""; split from ""2006-Mono-MammothLakes-S&T-SampleBallot""",,2006-Mono-MammothLakes-T-Ord; 2006-Mono-MammothLakes-T-SampleBallot,1,1,1,1,1,1,2006-Mono-MammothLakes-T
Heat2298,900,  6/6/2006,2006,Mono,City of Mammoth Lakes,S,Primary,City,3,1,,,,1,,,,,0,,2,,"from ""OrdText"" to ""Ord""; split from ""2006-Mono-MammothLakes-S&T-SampleBallot""",,2006-Mono-MammothLakes-S-Ord; 2006-Mono-MammothLakes-S-SampleBallot,1,1,1,1,1,1,2006-Mono-MammothLakes-S
Heat2300,909, 11/7/2006,2006,Monterey,City of Carmel by the Sea,B,General,City,1,1,,,,1,5,5,5,,0,,1,,"from ""OrdText"" to ""Ord""",,2006-Monterey-CarmelbytheSea-B-SampleBallot; 2006-Monterey-CarmelbytheSea-B-Ord,1,1,1,1,1,1,2006-Monterey-CarmelbytheSea-B
Heat2301,912, 11/7/2006,2006,Monterey,City of Del Rey Oaks,D,General,City,1,1,,,,1,5,5,5,,0,,,,,,2006-Monterey-DelReyOaks-D-All,1,1,1,1,1,1,2006-Monterey-DelReyOaks-D
Heat2302,2681,  6/6/2006,2006,Monterey,Monterey County,A,Primary,County,1,3,,,,,,,,,0,,1,,"from ""2006-Monterey-Monterey-A-Incomplete"" to ""2006-Monterey-A-BallotQ""",,2006-Monterey-A-BallotQ,,,,,1,3,2006-Monterey-A
Heat2303,2702,  6/6/2006,2006,Napa,Napa County,H,Primary,County,1,1,,,,1,1,1,1,,0,,1,,"from ""2006-Napa-Napa-H-All"" to ""2006-Napa-H-All""",blurry words and low picture resolution; very bad text quality,2006-Napa-H-All,,,,,2,1,2006-Napa-H
Heat2304,2707, 11/7/2006,2006,Nevada,City of Grass Valley,T,General,City,3,3,1,,,1,1,,,,0,,1,,"add ""-Args""","treat ""Expenditure Plan"" as ""Fiscal Analysis""",2006-Nevada-GrassValley-T-Args,,,,,1,3,2006-Nevada-GrassValley-T
Heat2305,2710, 11/7/2006,2006,Nevada,City of Nevada City,S,General,City,,,,,,,,,,,,1,,,,Can't find in OneDrive,,,,,,0,,2006-Nevada-Nevada-S
Heat2306,1010, 11/7/2006,2006,Orange,City of La Habra,U,General,City,1,1,,,,1,5,5,5,,0,,2,,"split from ""2006-Orange-U&M-All""",,2006-Orange-LaHabra-U-All,1,1,1,1,1,1,2006-Orange-LaHabra-U
Heat2307,1032, 11/7/2006,2006,Orange,Orange County,M,General ,County,1,1,,,,1,1,1,1,,0,,2,,"split from ""2006-Orange-U&M-All"" to two seperate files",,2006-Orange-M-All,,,,,1,1,2006-Orange-M
Heat2309,1040, 11/7/2006,2006,Placer,Alta-Dutch Flat Union School District,K,General,School District,1,1,,,,1,5,5,5,,0,,,,,Split File,2006-Placer-AltaDutchFlatUnionSD-K-All,1,1,1,1,1,1,2006-Placer-AltaDutchFlatUnionSD-K
Heat2308,1039,  6/6/2006,2006,Placer,Alta-Dutch Flat Union School District,E,Primary,School District,1,1,,,,1,5,5,5,,0,,,,,Split File ,2006-Placer-AltaDutchFlatUnionSD-E-All,1,1,1,1,1,1,2006-Placer-AltaDutchFlatUnionSD-E
Heat2310,1104, 11/7/2006,2006,Riverside,City of Cathedral City,Q,General,City,1,1,,,,1,5,5,5,,0,,1,,"from ""OrdText"" to ""Ord""",,2006-Riverside-CathedralCity-Q-SampleBallot; 2006-Riverside-CathedralCity-Q-Ord,1,1,1,1,1,1,2006-Riverside-CathedralCity-Q
Heat2311,1116, 11/7/2006,2006,Riverside,City of Indian Wells,P,General,City,1,1,,,,1,5,5,5,,0,,1,,"from ""OrdText"" to ""Ord""",,2006-Riverside-IndianWells-P-SampleBallot; 2006-Riverside-IndianWells-P-Ord,1,1,1,1,1,1,2006-Riverside-IndianWells-P
Heat2312,1127, 11/7/2006,2006,Riverside,City of La Quinta,J,General,City,1,1,,,,1,5,5,5,,0,,1,,"from ""OrdText"" to ""Ord""",,2006-Riverside-LaQuinta-J-SampleBallot; 2006-Riverside-LaQuinta-J-Ord,1,1,1,1,1,1,2006-Riverside-LaQuinta-J
Heat2313,1209,  6/6/2006,2006,Sacramento,Natomas Unified School District,E,Primary,School District,1,1,,,,1,5,5,5,,0,,,,,,2006-Sacramento-NatomasUSD-E-All,1,1,1,1,1,1,2006-Sacramento-NatomasUSD-E
Heat2314,1217, 11/7/2006,2006,Sacramento,Sacramento County,R,General,County,1,1,,,,1,1,1,1,,0,,1,,"from ""2006-Sacramento-Sacramento-R-All"" to ""2006-Sacramento-R-All""",,2006-Sacramento-R-All,,,,,1,1,2006-Sacramento-R
Heat2315,1221, 11/7/2006,2006,San Benito,City of Hollister,R,General,City,3,1,,,,1,,,,,0,,,,,text bad quality,2006-SanBenito-Hollister-R-All,1,1,1,1,2,1,2006-SanBenito-Hollister-R
Heat2316,1242,  6/6/2006,2006,San Bernardino,City of Big Bear Lake,G,Primary,City,1,1,,,,1,1,1,1,,0,,,,,,2006-SanBernardino-BigBearLake-G-All,1,1,1,1,1,1,2006-SanBernardino-BigBearLake-G
Heat2317,1247, 11/7/2006,2006,San Bernardino,City of Hesperia,M,General,City,1,1,,,,1,5,5,5,,0,,1,,"from ""OrdText"" to ""Ord""",,2006-SanBernardino-Hesperia-M-SampleBallot; 2006-SanBernardino-Hesperia-M-Ord,1,1,1,1,1,1,2006-SanBernardino-Hesperia-M
Heat2318,1261, 11/7/2006,2006,San Bernardino,City of Needles,Q,General,City,1,1,,,,1,5,5,5,,0,,,,,,2006-SanBernardino-Needles-Q-All,1,1,1,1,1,1,2006-SanBernardino-Needles-Q
Heat2319,1281, 11/7/2006,2006,San Bernardino,City of San Bernardino,Z,General,City,1,1,,,,1,1,1,1,,0,,1,,"from ""OrdText"" to ""Ord""",,2006-SanBernardino-SanBernardino-Z-SampleBallot; 2006-SanBernardino-SanBernardino-Z-Ord,1,1,1,1,1,,2006-SanBernardino-SanBernardino-Z-SampleBallot
Heat2320,1299, 11/7/2006,2006,San Diego,City of Carlsbad,D,General,City,1,1,,,,1,1,1,1,,1,,,,,advisory vote; page 4 is incomplete,2006-SanDiego-Carlsbad-D-All,1,,1,1,2,1,2006-SanDiego-Carlsbad-D
Heat2321,1319,  6/6/2006,2006,San Diego,City of National City,D,Primary,City,1,1,,,,1,1,,,,0,,,,,,2006-SanDiego-NationalCity-D-All,1,1,1,1,1,1,2006-SanDiego-NationalCity-D
Heat2322,1333,  6/6/2006,2006,San Diego,City of Solana Beach,E,Primary,City,1,1,,,,1,5,5,5,,0,,1,,"from ""OrdText"" to ""Ord""",,2006-SanDiego-SolanaBeach-E-SampleBallot; 2006-SanDiego-SolanaBeach-E-Ord,1,1,1,1,1,1,2006-SanDiego-SolanaBeach-E
Heat2323,1340, 11/7/2006,2006,San Diego,City of Vista,L,General,City,1,1,,,,1,1,1,1,,0,,,,,pdf page 5 is incomplete,2006-SanDiego-Vista-L-All,1,,1,1,2,1,2006-SanDiego-Vista-L
Heat2324,1343, 11/7/2006,2006,San Diego,Julian-Cuyamaca Fire Protection District,S,General,Special District,1,1,,,,1,5,5,5,,0,,,,,treat fee as tax,2006-SanDiego-JulianCuyamacaFire-S-All,,,,,1,1,2006-SanDiego-JulianCuyamacaFire-S
Heat2325,2856, 11/7/2006,2006,San Diego,San Diego County Community Services District (Rincon Ranch),U,General,Special District,1,1,,,,1,5,5,5,,0,,1,,"from ""SB"" to ""SampleBallot""",,2006-SanDiego-RinconRanch-U-SampleBallot,,,,,1,3,2006-SanDiego-RinconRanch-U
Heat2326,1406, 11/7/2006,2006,San Francisco,City of San Francisco,E,General,City,1,1,,,,1,1,1,1,,0,,1,,"from ""SanFranciscoCity"" to ""SanFrancisco""",,2006-SanFrancisco-SanFrancisco-E-All,1,1,1,1,1,1,2006-SanFrancisco-SanFrancisco-E
Heat2329,1429, 11/7/2006,2006,San Joaquin,City of Lodi,J,General,City,1,1,,,,1,1,1,1,,1,,2,,"split from ""2006-SanJoaquin-GMKH&J-All""",,2006-SanJoaquin-Lodi-J-All,1,1,1,1,,1,2006-SanJoaquin-Lodi-J
Heat2327,1427, 11/7/2006,2006,San Joaquin,City of Lodi,G,General,City,1,1,,,,1,5,5,5,,0,,2,,"split from ""2006-SanJoaquin-GMKH&J-All""",,2006-SanJoaquin-Lodi-G-All,1,1,1,1,,1,2006-SanJoaquin-Lodi-G
Heat2328,1428, 11/7/2006,2006,San Joaquin,City of Lodi,H,General,City,1,1,,,,1,1,1,1,,0,,2,,"split from ""2006-SanJoaquin-GMKH&J-All""",,2006-SanJoaquin-Lodi-G-All,1,1,1,1,,1,2006-SanJoaquin-Lodi-H
Heat2330,1430, 11/7/2006,2006,San Joaquin,City of Manteca,M,General,City,1,1,,,,1,1,1,1,,0,,,,,,2006-SanJoaquin-Ｍanteca-M-All,1,1,1,1,,1,2006-SanJoaquin-Ｍanteca-M
Heat2331,1450, 11/7/2006,2006,San Joaquin,San Joaquin County Community Facilities District No. 1,K,General,Special District,1,1,,,,1,1,1,1,,0,,,,,p.62-66 of the document,2006-SanJoaquin-GMKH&J-All,,,,,,1,2006-SanJoaquin-GMKH&J
Heat2332,1454, 11/7/2006,2006,San Luis Obispo,Cambria Community Healthcare District,AA-06,General,Special District,1,1,,,,1,5,5,5,,0,,1,,"from ""2006-SLO-CambriaCmtyHealthcareDist-AA-All"" to ""2006-SanLuisObispo-CambriaCmtyHealthcareDist-AA-SampleBallot""",,2006-SanLuisObispo-CambriaCmtyHealthcareDist-AA-SampleBallot,,,,,,3,2006-SanLuisObispo-CambriaCmtyHealthcareDist-AA
Heat2333,1453,  6/6/2006,2006,San Luis Obispo,Cambria Community Healthcare District,F-06,Primary,Special District,1,1,,,,1,5,5,5,,0,,1,,"from ""2006-SLO-CambriaCmtyHealthcareDist-F-All"" to ""2006-SanLuisObispo-CambriaCmtyHealthcareDist-F-SampleBallot""",,2006-SanLuisObispo-CambriaCmtyHealthcareDist-F-SampleBallot,,,,,,3,2006-SanLuisObispo-CambriaCmtyHealthcareDist-F
Heat2334,1459, 11/7/2006,2006,San Luis Obispo,City of Arroyo Grande,O-06,General,City,3,1,,,,1,5,5,5,,0,,1,,"from ""SLO"" to ""SanLuisObispo""",,2006-SanLuisObispo-ArroyoGrande-O06-All,1,1,1,1,,1,2006-SanLuisObispo-ArroyoGrande-O06
Heat2335,1465, 11/7/2006,2006,San Luis Obispo,City of Grover Beach,X-06,General,City,3,3,,,,,,,,,0,,1,,"from ""SLO"" to ""SanLuisObispo""; from ""OrdText"" to ""Ord""",,2006-SanLuisObispo-GroverBeach-X06-Ord,1,1,,,,1,2006-SanLuisObispo-GroverBeach-X06
Heat2336,1469, 11/7/2006,2006,San Luis Obispo,City of Morro Bay,Q-06,General,City,3,1,,,,1,1,1,1,,0,,1,,"from ""SLO"" to ""SanLuisObispo""",,2006-SanLuisObispo-MorroBay-Q06-All,1,1,1,1,,1,2006-SanLuisObispo-MorroBay-Q06
Heat2337,1472, 11/7/2006,2006,San Luis Obispo,City of Pismo Beach,CC-06,Election,City,3,1,,,,1,5,5,5,,0,,1,,"from ""SLO"" to ""SanLuisObispo""",,2006-SanLuisObispo-PismoBeach-CC06-All,1,1,1,1,,1,2006-SanLuisObispo-PismoBeach-CC06
Heat2338,1476, 11/7/2006,2006,San Luis Obispo,City of San Luis Obispo,Y-06,General,City,3,1,,,,1,1,1,1,,0,,1,,"from ""SLO"" to ""SanLuisObispo""; from ""SanLuisObispo"" to ""SanLuisObispoCity"" ",,2006-SanLuisObispo-SanLuisObispoCity-Y06-All,1,1,1,1,,1,2006-SanLuisObispo-SanLuisObispoCity-Y06
Heat2339,1502,  6/6/2006,2006,San Mateo,Cabrillo Unified School District,S,Primary,School District,1,1,,,,1,1,1,1,,,,,1,"""Cabriiio"" to ""Cabrillo""",,2006-SanMateo-CabrilloUSD-S-All,1,1,1,1,,1,2006-SanMateo-CabrilloUSD-S
Heat2340,1520, 11/7/2006,2006,San Mateo,City of Daly City,G,General,City,1,1,,,,1,5,5,5,,0,,,,,,2006-SanMateo-DalyCity-G-SampleBallot,,,1,1,,3,2006-SanMateo-DalyCity-G
Heat2341,1526, 11/7/2006,2006,San Mateo,City of East Palo Alto,C,General,City,1,1,,,,1,5,5,5,,0,,,,,,2006-SanMateo-EastPaloAlto-C-All,1,1,1,1,,1,2006-SanMateo-EastPaloAlto-C
Heat2342,1527, 11/7/2006,2006,San Mateo,City of East Palo Alto,D,General,City,1,1,,,,1,1,1,1,,0,,,,,,2006-SanMateo-EastPaloAlto-D-All,1,1,1,1,,1,2006-SanMateo-EastPaloAlto-D
Heat2343,1532, 11/7/2006,2006,San Mateo,City of Menlo Park,K,General,City,1,1,,,,1,5,5,5,,0,,1,,"from ""OrdText"" to ""Ord""",,2006-SanMateo-MenloPark-K-SampleBallot; 2006-SanMateo-MenloPark-K-Ord,,,1,1,,1,2006-SanMateo-MenloPark-K
Heat2344,1594, 11/7/2006,2006,San Mateo,San Mateo County,A,General,County,1,1,,,,1,1,1,1,,0,,1,,"from ""2006-SanMateo-SanMateo-A-All"" to ""2006-SanMateo-A-All""",,2006-SanMateo-A-All,,,,,,1,2006-SanMateo-A
Heat2345,1606, 11/7/2006,2006,San Mateo,Town of Portola Valley,F,General,City,1,1,,,,1,5,5,5,,0,,,,,,2006-SanMateo-PortolaValley-F-All,1,1,1,1,,1,2006-SanMateo-PortolaValley-F
Heat2346,1621, 11/7/2006,2006,Santa Barbara,City of Solvang,L-2006,General,City,1,1,,,,1,,,,,0,,2,,"split from ""2006-SantaBarbara-DL&O-All""",,2006-SantaBarbara-Solvang-L-All,1,1,1,1,,1,2006-SantaBarbara-Solvang-L
Heat2347,1628, 11/7/2006,2006,Santa Barbara,Santa Barbara County,D-2006,General,County,1,1,1,,,1,1,1,1,,0,,,,,"p.1-24 of the document; treat ""expenditure plan"" as ""fiscal plan""",2006-SantaBarbara-DL&O-All,,,,,,1,2006-SantaBarbara-DL&O
Heat2348,1637, 11/7/2006,2006,Santa Barbara,Santa Barbara County Community Services District (Vandenberg Village),O-2006,General,Special District,1,1,,,,1,,,,,0,,,,,p.27-31 of the document,2006-SantaBarbara-DL&O-All,,,,,,1,2006-SantaBarbara-DL&O
Heat2349,1725,  6/6/2006,2006,Santa Clara,Morgan Hill Unified School District,E,Primary,School District,1,1,,,,1,5,5,5,,0,,,,,,2006-SantaClara-MorganHillUSD-E-All,1,1,1,1,,1,2006-SantaClara-MorganHillUSD-E
Heat2350,2963,  6/6/2006,2006,Santa Clara,Santa Clara County,A,Primary,County,1,1,,,,1,1,1,1,,0,,1,,"from ""2006-SantaClara-SantaClara-A-SampleBallot"" to ""2006-SantaClara-A-SampleBallot""",,2006-SantaClara-A-SampleBallot,,,,,,3,2006-SantaClara-A
Heat2351,1758, 11/7/2006,2006,Santa Cruz,City of Santa Cruz,H,General,City,1,1,,,,1,1,1,1,,0,,1,,"from ""SantaCruz"" to ""SantaCruzCity""",,2006-SantaCruz-SantaCruzCity-H-All,1,1,1,1,,1,2006-SantaCruz-SantaCruzCity-H
Heat2354,1777, 11/7/2006,2006,Santa Cruz,City of Watsonville,M,General,City,1,1,1,,,1,5,5,5,,0,,,,,,2006-SantaCruz-Watsonville-M-All,1,1,1,1,,1,2006-SantaCruz-Watsonville-M
Heat2352,1775,  6/6/2006,2006,Santa Cruz,City of Watsonville,E,Primary,City,1,1,,,,1,1,,,,0,,,,,,2006-SantaCruz-Watsonville-E-All,1,1,1,1,full text too short,1,2006-SantaCruz-Watsonville-E
Heat2353,1776, 11/7/2006,2006,Santa Cruz,City of Watsonville,L,General,City,1,1,1,,,1,5,5,5,,0,,,,,,2006-SantaCruz-Watsonville-L-All,1,1,1,1,,1,2006-SantaCruz-Watsonville-L
Heat2355,1815,  6/6/2006,2006,Sierra,Sierra County,H,Primary,County,1,1,1,,,,,,,,0,,1,,from SD to SampleBallot,,2006-Sierra-H-SampleBallot; 2006-Sierra-H-Res; 2006-Sierra-H-Ord,,,,,,1,2006-Sierra-H
Heat2356,1822,  6/6/2006,2006,Siskiyou,City of Yreka,D,Primary,City,1,1,,,,5,5,5,5,,0,,,,,,2006-Siskiyou-Yreka-D-All,1,1,1,1,,1,2006-Siskiyou-Yreka-D
Heat2357,1823, 11/7/2006,2006,Siskiyou,City of Yreka,H,General,City,,1,,,,1,5,5,5,,0,,,,,,2006-Siskiyou-Yreka-H-All,1,1,1,1,,1,2006-Siskiyou-Yreka-H
Heat2358,1825, 11/7/2006,2006,Siskiyou,Mount Shasta Fire Protection District,J,General,Special District,3,1,,,,5,5,5,5,,0,,,,,,2006-Siskiyou-MtShastaFPD-J-All,,,,,,1,2006-Siskiyou-MtShastaFPD-J
Heat2360,1838, 11/7/2006,2006,Siskiyou,Siskiyou County Community Services District (McCloud),F,General,Special District,3,1,,,,5,5,5,5,,0,,,,,,2006-Siskiyou-McCloudCSD-F-All,,,,,,1,2006-Siskiyou-McCloudCSD-F
Heat2359,1837, 11/7/2006,2006,Siskiyou,Siskiyou County Community Services District (McCloud),E,General,Special District,3,1,,,,5,5,5,5,,0,,,,,,2006-Siskiyou-McCloudCSD-E-All,,,,,,1,2006-Siskiyou-McCloudCSD-E
Heat2361,1844,  6/6/2006,2006,Solano,Benicia Unified School District,I,Primary,School District ,1,1,,,,1,,,,,0,,,,,Not positive no other args,2006-Solano-BeniciaUSD-I-All,,1,1,1,,1,2006-Solano-BeniciaUSD-I
Heat2362,1850, 11/7/2006,2006,Solano,City of Dixon,L,General,City,1,1,,,,5,1,,,,0,,1,,"add ""-All""",,2006-Solano-Dixon-L-All,1,1,1,1,,1,2006-Solano-Dixon-L
Heat2363,1856, 11/7/2006,2006,Solano,City of Rio Vista,K,General,City,1,1,,,,5,5,5,5,,0,,1,,"add ""-All""",,2006-Solano-RioVista-K-All,1,1,1,1,,1,2006-Solano-RioVista-K
Heat2364,1870,  6/6/2006,2006,Solano,Solano County Transportation Authority,H,Primary,Special District,1,1,,,,1,1,1,1,,0,,1,,"add ""-All""",,2006-Solano-H-All,,,,,,1,2006-Solano-H
Heat2365,1879, 11/7/2006,2006,Sonoma,City of Cotati,G,General,City,1,1,,,,1,1,5,1,,0,,,,,,2006-Sonoma-Cotati-G-All,1,1,1,1,,1,2006-Sonoma-Cotati-G
Heat2366,1904,  6/6/2006,2006,Sonoma,Cloverdale Healthcare District,D,Primary,Special District,1,3,,,,1,5,5,5,,0,,,,,,2006-Sonoma-CloverdaleHCD-D-All,,,,,,1,2006-Sonoma-CloverdaleHCD-D
Heat2367,1919, 11/7/2006,2006,Sonoma,Gold Ridge Fire Protection District,I,General,Special District,1,3,,,,1,5,5,5,,0,,,,,,2006-Sonoma-GoldRidgeFPD-I-All,,,,,,1,2006-Sonoma-GoldRidgeFPD-I
Heat2368,1935,  3/7/2006,2006,Sonoma,Kenwood School District,A,Special,School District,1,1,,,,1,5,5,5,,0,,,1,"Deleted ""Elementary""",,2006-Sonoma-KenwoodSD-A-All,1,1,1,1,,1,2006-Sonoma-KenwoodSD-A
Heat2369,1953, 11/7/2006,2006,Sonoma,Rancho Adobe Fire Protection District,J,General,Special District,1,3,,,,1,5,5,5,,0,,,,,,2006-Sonoma-RanchoAdobeFPD-J-All,,,,,,1,2006-Sonoma-RanchoAdobeFPD-J
Heat2370,1958, 4/11/2006,2006,Sonoma,Rincon Unified School District,B,Special,School District,1,1,,,,1,5,5,5,,0,,1,1,"Said ""Rincon Valley Fire Protectin District"" but pretty sure it is ""Rincon Union School District"" ID matches full var listt; OG: to ""UnionSD""",VERY short impartial,2006-Sonoma-RinconValleyUnionSD-B-All,1,1,1,1,,1,2006-Sonoma-RinconValleyUnionSD-B
Heat2371,1968, 11/7/2006,2006,Sonoma,Shoreline Unified School District,A,General,School District,1,1,,,,1,5,5,5,,0,,,,,,2006-Sonoma-ShorelineUSD-A-All,1,1,1,1,,1,2006-Sonoma-ShorelineUSD-A
Heat2372,1975, 11/7/2006,2006,Sonoma,Sonoma County,F,General,County,1,1,1,,,1,1,1,1,,0,,1,,"from ""2006-Sonoma-Sonoma-F-All"" to ""2006-Sonoma-F-All""",,2006-Sonoma-Sonoma-F-All,,,,,,1,2006-Sonoma-F-All
Heat2373,1977, 8/29/2006,2006,Sonoma,Sonoma County Community Services District (Cazadero),E,Special,Special District,1,3,,,,1,,,,,0,,,,,,2006-Sonoma-CazaderoCSD-E-All,,,,,,1,2006-Sonoma-CazaderoCSD-E
Heat2374,2000, 11/7/2006,2006,Sonoma,Windsor Fire Protection District,K,General,Special District,1,3,,,,1,5,5,5,,0,,,,,,2006-Sonoma-WindsorFPD-K-All,,,,,,1,2006-Sonoma-WindsorFPD-K
Heat2375,3025, 11/7/2006,2006,Stanislaus,Stanislaus County,K,General,County,1,1,,,,1,1,1,1,,0,,1,,"add ""-All""",,2006-Stanislaus-K-All; 2006-Stanislaus-K-SampleBallot,,,,,,1,2006-Stanislaus-K
Heat2376,3027, 11/7/2006,2006,Stanislaus,Stanislaus CountyCommunity Services District (Keyes),B,General,Special District,1,1,,,,,,,,,0,,,,,,2006-Stanislaus-CSDKeyes-B-SampleBallot,,,,,,3,2006-Stanislaus-CSDKeyes-B
Heat2377,3049,  6/6/2006,2006,Trinity,Hayfork Fire Protection District,F,Primary,Special District,1,1,,,,1,,,,,0,,,,,,2006-Trinity-HayforkFPD-F-SampleBallot,,,,,,3,2006-Trinity-HayforkFPD-F
Heat2378,3057, 11/7/2006,2006,Trinity,Trinity County Community Services District (Mountain),P,General,Special District,1,3,,,,1,1,1,1,,0,,,,,,2006-Trinity-MountainCommunityMSD-P-SampleBallot,,,,,,3,2006-Trinity-MountainCommunityMSD-P
Heat2379,3068, 11/7/2006,2006,Tulare,City of Woodlake Fire Protection District,W,General,Special District,1,1,,,,1,5,5,5,,0,,,,,,2006-Tulare-WoodlakeFPD-W-SampleBallot,,,,,,3,2006-Tulare-WoodlakeFPD-W
Heat2380,2026, 11/7/2006,2006,Tulare,Cutler-Orosi Joint Unified School District,S,General,School District,1,1,,,,1,5,5,5,,0,,1,,"Added ""Joint""",,2006-Tulare-CutlerOrosiJointUSD-S-All,1,1,1,1,,1,2006-Tulare-CutlerOrosiJointUSD-S
Heat2381,2031, 11/7/2006,2006,Tulare,Ivanhoe Public Utilities District,Z,General,Special District,1,1,,,,5,5,5,5,,0,,1,,,,2006-Tulare-IvanhoePUD-Z-SampleBallot; 2006-Tulare-IvanhoePUD-Z-Res,,,,,,1,2006-Tulare-IvanhoePUD-Z
